dateid,CalendarDate,CalendarQuarter,YearMonth,SubsidiaryCode,SubsidiaryName,TPId,TPNamee,DeviceName,PFAMName,ProductPartNbr, SellThruQTY , SellinQTY 
6/3/2018,6/3/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
9/7/2019,9/7/2019,2019-Q3,201909,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
3/30/2019,3/30/2019,2019-Q1,201903,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 0 , -   
8/26/2016,8/26/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 128GB M 4GB,SU3XXXX, 17 , -   
1/6/2017,1/6/2017,2017-Q1,201701,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
8/22/2016,8/22/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB Commer,9PYXXXX, 4 , -   
9/7/2016,9/7/2016,2016-Q3,201609,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB Commer,7AXXXXX, 2 , -   
6/30/2017,6/30/2017,2017-Q2,201706,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
7/9/2018,7/9/2018,2018-Q3,201807,10,United States,47922,Retailer-3,Device-2,Device-1 128GB i5 4GB Comm M1796,FJUXXXX, 6 , -   
6/20/2018,6/20/2018,2018-Q2,201806,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 0 , -   
11/21/2018,11/21/2018,2018-Q4,201811,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 1 , -   
10/22/2018,10/22/2018,2018-Q4,201810,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 2 , -   
12/5/2018,12/5/2018,2018-Q4,201812,10,United States,47922,Retailer-3,Device-3,Device-1 i5/8/256 Comm,-0MXXXXX, 1 , -   
10/8/2018,10/8/2018,2018-Q4,201810,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GB Comm M1796,FKJXXXX, 1 , -   
1/31/2017,1/31/2017,2017-Q1,201701,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB Commer,9PYXXXX, 0 , -   
10/26/2016,10/26/2016,2016-Q4,201610,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB Commer Bundle,6DGXXXX, 1 , -   
9/14/2017,9/14/2017,2017-Q3,201709,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB Commer EDU Bundle,TZ7XXXX, 0 , -   
4/4/2018,4/4/2018,2018-Q2,201804,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 30 , -   
11/6/2017,11/6/2017,2017-Q4,201711,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 1 , -   
12/26/2017,12/26/2017,2017-Q4,201712,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 0 , -   
7/11/2017,7/11/2017,2017-Q3,201707,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB Commer,T-05XXXX, 1 , -   
3/15/2016,3/15/2016,2016-Q1,201603,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 8 
6/16/2018,6/16/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 23 , -   
9/19/2018,9/19/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 15 , -   
8/1/2017,8/1/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 50 , 175 
4/18/2018,4/18/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 139 , -   
8/23/2018,8/23/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 89 , -   
3/9/2020,3/9/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
9/19/2016,9/19/2016,2016-Q3,201609,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 11 , 0 
8/27/2016,8/27/2016,2016-Q3,201608,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 162 , -   
3/20/2017,3/20/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 32 , -   
10/18/2016,10/18/2016,2016-Q4,201610,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 41 , 182 
8/10/2018,8/10/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, 19 , 185 
11/23/2019,11/23/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 12 , -   
2/2/2018,2/2/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 16 , -   
2/1/2019,2/1/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 9 , -   
3/16/2020,3/16/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 6 , -   
11/22/2016,11/22/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 424 ," 1,279 "
10/8/2018,10/8/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 34 , -   
11/16/2018,11/16/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 10 , -   
1/23/2018,1/23/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 16 , -   
7/16/2018,7/16/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 29 , 100 
2/24/2019,2/24/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 2 , -   
11/7/2016,11/7/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 128GBM4GB DevNoPenSigCover Bndl,DQSXXXX, 29 , 637 
7/23/2018,7/23/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 0 , 4 
8/16/2016,8/16/2016,2016-Q3,201608,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 33 , 31 
7/10/2017,7/10/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 128 ," 1,434 "
4/4/2019,4/4/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 14 , 51 
5/31/2018,5/31/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 27 , 38 
3/11/2019,3/11/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 11 , -   
9/1/2018,9/1/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 10 , -   
12/4/2018,12/4/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
9/24/2018,9/24/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
8/6/2018,8/6/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 43 , 115 
9/24/2016,9/24/2016,2016-Q3,201609,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 59 , -   
11/26/2016,11/26/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 27 , -   
5/23/2018,5/23/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 10 , -   
5/20/2018,5/20/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 8 , -   
12/12/2017,12/12/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 14 , 94 
9/20/2018,9/20/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 1 , -   
11/20/2019,11/20/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 9 , -   
10/30/2019,10/30/2019,2019-Q4,201910,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,PGJXXXX, 17 , -   
9/24/2019,9/24/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 2 , 2 
1/6/2018,1/6/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 29 , -   
7/17/2018,7/17/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 2 , -   
12/19/2018,12/19/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 1 , -   
1/20/2019,1/20/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 11 , 7 
9/18/2018,9/18/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
10/18/2017,10/18/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 22 , -   
8/13/2018,8/13/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 3 , -   
11/13/2017,11/13/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0XXXX, 1 , -   
2/21/2018,2/21/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 17 , -   
10/21/2017,10/21/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 9 , -   
11/23/2018,11/23/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 0 , -   
11/14/2019,11/14/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 4 , 5 
7/12/2017,7/12/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 9 , 44 
10/14/2016,10/14/2016,2016-Q4,201610,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 4 , -   
7/16/2016,7/16/2016,2016-Q3,201607,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 1 , -   
12/19/2018,12/19/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 4 , 3 
8/9/2018,8/9/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
3/23/2018,3/23/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 4 , -   
11/18/2018,11/18/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 1 , -   
7/28/2017,7/28/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 1 , -   
11/17/2016,11/17/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 2 , 53 
10/30/2017,10/30/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0XXXX, 0 , -   
5/26/2019,5/26/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
8/19/2018,8/19/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 1 , -   
9/18/2019,9/18/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
4/3/2018,4/3/2018,2018-Q2,201804,75,Canada,5924114,Retailer-2,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 13 , -   
8/30/2018,8/30/2018,2018-Q3,201808,75,Canada,5924114,Retailer-2,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 5 , -   
3/14/2018,3/14/2018,2018-Q1,201803,75,Canada,5924114,Retailer-2,Device-3,Device-1 i5/8/256,-0MWXXXX, 6 , -   
1/10/2018,1/10/2018,2018-Q1,201801,75,Canada,5924114,Retailer-2,Device-1,Device-1 128GB M 4GB,SU3XXXX, 6 , -   
9/2/2017,9/2/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 1 , -   
7/4/2019,7/4/2019,2019-Q3,201907,75,Canada,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU Exchange,J-0VXXXX, -   , 1 
2/12/2020,2/12/2020,2020-Q1,202002,75,Canada,27898,Retailer-1,Device-3,Device-1 i5/8/256 Exchange,JLYXXXX, -   , 2 
1/15/2019,1/15/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 2 , -   
8/24/2017,8/24/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, (2), -   
7/29/2017,7/29/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 1 , -   
7/13/2017,7/13/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, (1), -   
2/9/2019,2/9/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, (0), -   
11/22/2019,11/22/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 0 , 1 
5/7/2019,5/7/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 1 , -   
9/19/2018,9/19/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 0 , -   
5/13/2019,5/13/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, 1 , -   
1/9/2020,1/9/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
11/21/2015,11/21/2015,2015-Q4,201511,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 94 
1/27/2016,1/27/2016,2016-Q1,201601,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 259 
1/30/2017,1/30/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 0 , -   
5/5/2018,5/5/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 3 , -   
4/3/2018,4/3/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 13 , -   
9/12/2018,9/12/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 5 , -   
9/8/2016,9/8/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 100 , 133 
4/14/2018,4/14/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 0 , -   
12/29/2016,12/29/2016,2016-Q4,201612,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 109 , -   
4/18/2019,4/18/2019,2019-Q2,201904,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 1 , 35 
5/8/2018,5/8/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 8 , -   
6/29/2017,6/29/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 3 , 22 
7/5/2017,7/5/2017,2017-Q3,201707,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 3 , -   
9/17/2018,9/17/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 0 , -   
12/25/2018,12/25/2018,2018-Q4,201812,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 1 , -   
2/24/2019,2/24/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
7/29/2018,7/29/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 1 , -   
12/27/2017,12/27/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/1TB GPU,-0NN-00002, 1 , -   
6/26/2017,6/26/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 4 , -   
8/30/2017,8/30/2017,2017-Q3,201708,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 3 , -   
8/9/2019,8/9/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
4/15/2018,4/15/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
2/1/2019,2/1/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 0 , -   
12/30/2016,12/30/2016,2016-Q4,201612,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
8/17/2019,8/17/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , 1 
4/27/2020,4/27/2020,2020-Q2,202004,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 1 , -   
11/2/2018,11/2/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 0 , -   
4/23/2018,4/23/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 0 , -   
1/30/2018,1/30/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GG-00018, 3 , -   
3/19/2020,3/19/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 0 , -   
9/24/2019,9/24/2019,2019-Q3,201909,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, -   , 3 
3/3/2016,3/3/2016,2016-Q1,201603,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 371 
6/30/2016,6/30/2016,2016-Q2,201606,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 57 
5/23/2016,5/23/2016,2016-Q2,201605,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 94 
3/14/2018,3/14/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, -   , 3 
12/22/2017,12/22/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 1 , -   
8/19/2016,8/19/2016,2016-Q3,201608,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 1 , -   
3/3/2020,3/3/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 0 , -   
2/8/2018,2/8/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
4/14/2018,4/14/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 1 , -   
3/7/2020,3/7/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-4,Device-1 i5/16/256,QKKXXXX, 0 , -   
7/20/2018,7/20/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
4/1/2019,4/1/2019,2019-Q2,201904,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 1 , -   
10/11/2017,10/11/2017,2017-Q4,201710,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
12/21/2017,12/21/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 1 , -   
3/4/2020,3/4/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 3 , -   
4/9/2018,4/9/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
11/11/2018,11/11/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 1 , -   
12/4/2019,12/4/2019,2019-Q4,201912,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NR-00002, 1 , -   
12/17/2019,12/17/2019,2019-Q4,201912,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
6/13/2017,6/13/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 0 , -   
10/14/2019,10/14/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 0 , -   
2/2/2020,2/2/2020,2020-Q1,202002,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
4/11/2018,4/11/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
3/27/2020,3/27/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU Comm BSKU,J-0XXXXX, 2 , -   
3/30/2019,3/30/2019,2019-Q1,201903,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 0 , -   
4/11/2019,4/11/2019,2019-Q2,201904,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 0 , -   
12/19/2019,12/19/2019,2019-Q4,201912,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 0 , -   
9/9/2016,9/9/2016,2016-Q3,201609,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 160 , -   
10/7/2016,10/7/2016,2016-Q4,201610,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 14 , -   
8/12/2016,8/12/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 128GB M 4GB,SU3XXXX, 10 , -   
8/30/2016,8/30/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i5 16GB Commer,TU5XXXX, 2 , -   
9/1/2016,9/1/2016,2016-Q3,201609,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB Commer,SU9XXXX, 0 , -   
7/19/2016,7/19/2016,2016-Q3,201607,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB Commer,SU9XXXX, 2 , -   
10/25/2019,10/25/2019,2019-Q4,201910,10,United States,47922,Retailer-3,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 2 , -   
7/26/2019,7/26/2019,2019-Q3,201907,10,United States,47922,Retailer-3,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
8/27/2018,8/27/2018,2018-Q3,201808,10,United States,47922,Retailer-3,Device-4,Device-1 i7/16/512 GPU Comm,FVGXXXX, 3 , -   
10/23/2019,10/23/2019,2019-Q4,201910,10,United States,47922,Retailer-3,Device-3,Device-1 i7/16/512 GPU Comm,-0NMXXXX, 0 , -   
1/17/2020,1/17/2020,2020-Q1,202001,10,United States,47922,Retailer-3,Device-3,Device-1 i5-8350/8/256 Comm,PGVXXXX, 1 , -   
8/20/2018,8/20/2018,2018-Q3,201808,10,United States,47922,Retailer-3,Device-3,Device-1 i5/8/256 Comm,-0MXXXXX, 6 , -   
8/15/2017,8/15/2017,2017-Q3,201708,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i5 16GB Commer,TU5XXXX, 1 , -   
12/8/2017,12/8/2017,2017-Q4,201712,10,United States,47922,Retailer-3,Device-2,Device-1 128GB M 4GB Comm M1796,FJSXXXX, 2 , -   
3/20/2018,3/20/2018,2018-Q1,201803,10,United States,47922,Retailer-3,Device-2,Device-1 128GB M 4GB Comm M1796,FJSXXXX, 0 , -   
